FULL NAME,AGE,GENDER,JOB TITLE/ ROLE,JOB FUNCTION,EMPLOYEE SIZE WORKS IN YOUR COMPANY,REMOTE POLICY,Tenure at Company (Months),Prior Remote Experience (years),Household Situation,Home Workspace,Hours worked per week,Productivity change (1 to 5),Tasks completed per week,Deep work hours per day,Work quality (self-rated 1 to 5),Interruptions frequency (1 - 5),Synchronous meetings per week,Average meeting length (Minutes),Response time to colleagues,Collaboration tools used,I have felt cheerful and in good spirits. (1 - 5),I have felt calm and relaxed. (1 - 5),I have felt active and vigorous. (1 - 5),I woke up feeling fresh and rested. (1 - 5),My daily life has been filled with things that interest me. (1 - 5),I feel emotionally exhausted by my work. (1 - 5),I feel tired after the workday. (1 - 5),I feel worn out because of my job. (1 - 5),Work-life balance satisfaction. (1 - 5),Sleep hours per night,Social isolation level (1 - 5),Awareness of monitoring,Was monitoring policy explained?,Trust in employer's data handling (1 - 5),Privacy concern matrix   [App usage logs],Privacy concern matrix   [Calendar metadata],Privacy concern matrix   [Email metadata],Privacy concern matrix   [Email content],Privacy concern matrix   [Keystrokes],Privacy concern matrix   [Screenshots],Privacy concern matrix   [Webcam images],Privacy concern matrix   [Location data],Privacy concern matrix   [Biometrics],What privacy controls would increase your willingness to share data?,Well_being_Score,Productivity_Score,Burnout_Score,Privacy_Concern_Score,All_Text_Data,GENDER_Encoded,JOB FUNCTION_Encoded,EMPLOYEE SIZE WORKS IN YOUR COMPANY_Encoded,REMOTE POLICY_Encoded,Household Situation_Encoded
Suam Bais,29,Male,Compliance & Risk Analyst,Software Development,51-200,Flexible/ Variable,102,5,Shared Accommodation,Shared Space(Kitchen/Living Room),34,3,7,7,5,5,1,73,1-4 hours,"notion,email",5,5,4,4,4,1,1,3,5,9,3,No,Don't Know,2,,,,,,,,,,,4.6,5.0,1.6666666666666667,,"Compliance & Risk Analyst notion,email",1,5,4,0,1
Charu Deshpande,47,Female,Campus Recruiter,HR,1001-5000,Flexible/ Variable,80,3,Live Alone,Co-Working Space,35,1,1,10,5,3,3,123,15-60 minutes,"notion,slack,zoom,jira,google meet",3,4,1,5,2,5,4,4,1,9,3,No,No,5,,,,,,,,,,,2.8,1.0,4.333333333333333,,"Campus Recruiter notion,slack,zoom,jira,google meet",0,1,1,0,0
Dhuaj Chandak,36,Male,Software Developer / Engineer,Software Development,5001+,Hybrid,153,2,With Partner,Co-Working Space,25,4,5,7,5,5,2,141,15-60 minutes,"jira,email,slack,asana",2,1,1,3,3,4,2,1,3,7,2,Yes,No,3,,,,,,,,,,,2.0,4.5,2.3333333333333335,,"Software Developer / Engineer jira,email,slack,asana",1,5,3,2,3
Aryath Suresh,33,Male,Virtualization Engineer,Operations,01-Oct,Flexible/ Variable,92,4,With Partner,Desk In Shared Room,32,3,2,10,5,5,5,142,15-60 minutes,"google meet,MS teams,jira,email,slack",5,1,3,3,5,5,1,3,5,7,3,No,Don't Know,4,,,,,,,,,,,3.4,2.5,3.0,,"Virtualization Engineer google meet,MS teams,jira,email,slack",1,2,0,0,3
Suov Holkar,30,Male,SOC Analyst,Software Development,01-Oct,Hybrid,24,2,With Partner,Desk In Shared Room,51,3,3,5,3,3,6,134,1-4 hours,"slack,MS teams",1,5,3,3,1,5,4,2,1,7,2,Not Sure,Don't Know,4,,,,,,,,,,,2.6,3.0,3.6666666666666665,,"SOC Analyst slack,MS teams",1,5,0,2,3
Devim Phukan,40,Male,AI Engineer,Software Development,51-200,Office- First,134,1,With Children,Co-Working Space,37,3,4,9,2,3,6,63,>24 hours,"zoom,jira,asana,MS teams,google meet",5,3,4,2,4,3,1,3,1,8,4,No,Don't Know,1,,,,,,,,,,,3.0,3.5,2.3333333333333335,,"AI Engineer zoom,jira,asana,MS teams,google meet",1,5,4,3,2
Lamik Barman,48,Male,Back-End Developer,Software Development,01-Oct,Hybrid,118,5,With Partner,Co-Working Space,29,1,4,10,2,3,4,107,15-60 minutes,"MS teams,jira",1,4,5,1,2,4,2,2,3,6,2,Not Sure,No,1,,,,,,,,,,,2.8,2.5,2.6666666666666665,,"Back-End Developer MS teams,jira",1,5,0,2,3
Dhyash Vaidyanathan,40,Female,Automation Test Engineer,Software Development,5001+,Fully Remote,115,3,Live Alone,Co-Working Space,33,5,5,5,2,1,3,105,1-4 hours,"google meet,jira",2,3,3,5,1,3,2,4,5,7,2,No,Don't Know,3,,,,,,,,,,,3.6,5.0,3.0,,"Automation Test Engineer google meet,jira",0,5,3,1,0
Jaiya Tanwar,26,Female,Pre-Sales Engineer,Sales,Nov-50,Hybrid,52,3,Shared Accommodation,Shared Space(Kitchen/Living Room),27,4,7,6,4,3,7,64,>24 hours,"email,zoom,google meet",3,4,5,5,2,4,2,5,3,7,3,No,No,5,,,,,,,,,,,4.0,5.5,3.6666666666666665,,"Pre-Sales Engineer email,zoom,google meet",0,4,5,2,1
Nivian Jhala,46,Female,Engineering Manager,Software Development,01-Oct,Hybrid,91,1,With Children,Co-Working Space,37,5,5,8,4,5,5,130,1-4 hours,"notion,jira,google meet,email",5,3,2,4,3,3,2,4,1,6,2,No,Don't Know,1,,,,,,,,,,,3.0,5.0,3.0,,"Engineering Manager notion,jira,google meet,email",0,5,0,2,2
Anath Srinivasan,25,Male,Data Analyst,Software Development,Nov-50,Office- First,23,5,Live Alone,Dedicated Room,34,3,2,7,1,2,2,98,>24 hours,"asana,MS teams,google meet,jira,zoom",4,4,5,4,1,2,3,2,4,7,2,No,Don't Know,1,,,,,,,,,,,4.2,2.5,2.3333333333333335,,"Data Analyst asana,MS teams,google meet,jira,zoom",1,5,5,3,0
Hayah Lakhani,27,Male,Cybersecurity Analyst,Software Development,5001+,Hybrid,102,2,Live Alone,Dedicated Room,27,1,6,4,4,5,11,107,4-24 hours,"slack,asana,google meet",3,3,4,4,1,2,3,4,3,9,4,No,No,1,,,,,,,,,,,3.4,3.5,3.0,,"Cybersecurity Analyst slack,asana,google meet",1,5,3,2,0
Lajkul Sinha,44,Male,Compliance & Risk Analyst,Software Development,Nov-50,Office- First,124,1,With Partner,Co-Working Space,22,4,5,7,5,1,12,124,15-60 minutes,"slack,email",5,2,5,2,1,3,5,2,4,7,4,Yes,Yes,4,,,,,,,,,,,3.6,4.5,3.3333333333333335,,"Compliance & Risk Analyst slack,email",1,5,5,3,3
Laal Dhillon,37,Male,Platform Engineer,Operations,201-1000,Fully Remote,115,5,Live Alone,Desk In Shared Room,34,3,6,6,3,5,12,92,4-24 hours,"slack,asana,email",2,5,2,4,4,5,3,3,2,6,5,Yes,No,3,,,,,,,,,,,3.0,4.5,3.6666666666666665,,"Platform Engineer slack,asana,email",1,2,2,1,0
Gaoan Nishad,24,Female,Virtualization Engineer,Operations,5001+,Fully Remote,94,1,Shared Accommodation,Shared Space(Kitchen/Living Room),41,1,6,4,3,3,4,89,1-4 hours,"asana,slack,notion",4,3,5,5,4,4,2,1,4,9,3,Not Sure,Don't Know,5,,,,,,,,,,,4.2,3.5,2.3333333333333335,,"Virtualization Engineer asana,slack,notion",0,2,3,1,1
Mavin Chandel,30,Female,Penetration Tester / Ethical Hacker,Software Development,Nov-50,Hybrid,90,2,With Partner,Shared Space(Kitchen/Living Room),34,2,5,4,5,5,10,66,4-24 hours,"asana,email",5,5,5,5,1,2,2,5,3,9,3,Not Sure,No,1,,,,,,,,,,,4.6,3.5,3.0,,"Penetration Tester / Ethical Hacker asana,email",0,5,5,2,3
Laol Tiwari / Tewari,31,Female,API Developer,Software Development,5001+,Flexible/ Variable,17,1,Live Alone,Desk In Shared Room,47,2,3,6,5,5,9,70,<15 minutes,"email,MS teams,zoom,google meet,notion",3,4,3,1,5,2,2,5,1,8,1,Yes,Don't Know,5,,,,,,,,,,,2.4,2.5,3.0,,"API Developer email,MS teams,zoom,google meet,notion",0,5,3,0,0
Vinit Apte,27,Male,HR Director,HR,Nov-50,Fully Remote,166,1,With Partner,Shared Space(Kitchen/Living Room),41,5,2,6,2,4,7,123,4-24 hours,"jira,notion",4,1,4,4,2,5,4,5,2,8,4,Not Sure,Don't Know,4,,,,,,,,,,,3.0,3.5,4.666666666666667,,"HR Director jira,notion",1,1,5,1,3
Kaot Sarkar,24,Male,SOC Analyst,Software Development,Nov-50,Hybrid,24,5,With Children,Dedicated Room,38,2,4,8,1,2,6,75,4-24 hours,"jira,notion,MS teams,email",1,2,4,4,2,1,3,1,5,7,5,Yes,No,4,,,,,,,,,,,3.2,3.0,1.6666666666666667,,"SOC Analyst jira,notion,MS teams,email",1,5,5,2,2
Asiesh Rajput,44,Female,Infrastructure as Code (IaC) Specialist,Operations,01-Oct,Flexible/ Variable,20,4,Shared Accommodation,Dedicated Room,23,4,2,7,5,2,11,79,>24 hours,"zoom,email,asana,google meet,slack",5,1,4,1,5,5,4,4,4,9,3,No,No,3,,,,,,,,,,,3.0,3.0,4.333333333333333,,"Infrastructure as Code (IaC) Specialist zoom,email,asana,google meet,slack",0,2,0,0,1
Sauan Sapru,48,Female,Database Administrator (DBA),Operations,1001-5000,Office- First,114,2,Live Alone,Desk In Shared Room,19,4,1,4,4,4,8,123,<15 minutes,"jira,email",3,4,1,5,4,1,2,1,5,7,4,Not Sure,Yes,1,,,,,,,,,,,3.6,2.5,1.3333333333333333,,"Database Administrator (DBA) jira,email",0,2,1,3,0
Vinay Nair,47,Male,HR Business Partner (HRBP),HR,01-Oct,Office- First,111,1,With Children,Desk In Shared Room,41,3,7,5,1,4,7,117,4-24 hours,"slack,email,google meet",3,1,5,1,1,4,5,2,1,9,5,No,No,1,,,,,,,,,,,2.2,5.0,3.6666666666666665,,"HR Business Partner (HRBP) slack,email,google meet",1,1,0,3,2
Hayash Nadkarni,28,Male,Identity & Access Management (IAM) Specialist,Software Development,5001+,Office- First,21,3,Shared Accommodation,Co-Working Space,23,4,4,9,3,2,6,146,15-60 minutes,"notion,MS teams,asana,google meet,email",4,3,4,4,1,4,5,2,3,7,4,Yes,Don't Know,5,,,,,,,,,,,3.6,4.0,3.6666666666666665,,"Identity & Access Management (IAM) Specialist notion,MS teams,asana,google meet,email",1,5,3,3,1
Ramir Kulkarni,30,Female,Cloud Administrator,Operations,51-200,Hybrid,8,2,Live Alone,Dedicated Room,41,3,2,8,3,1,8,126,15-60 minutes,"slack,notion,email,MS teams",5,3,1,2,3,5,1,2,1,7,3,No,No,5,,,,,,,,,,,2.4,2.5,2.6666666666666665,,"Cloud Administrator slack,notion,email,MS teams",0,2,4,2,0
Rashash Bhansali,48,Female,Deep Learning Engineer,Software Development,01-Oct,Hybrid,120,4,Shared Accommodation,Desk In Shared Room,38,2,5,10,5,4,11,75,>24 hours,"zoom,jira,slack,notion,MS teams",4,4,3,3,1,3,3,3,2,8,2,Yes,Don't Know,4,,,,,,,,,,,3.2,3.5,3.0,,"Deep Learning Engineer zoom,jira,slack,notion,MS teams",0,5,0,2,1
Dheh Valmiki,49,Male,AI Ethics Specialist,Software Development,201-1000,Fully Remote,152,4,Live Alone,Desk In Shared Room,22,1,3,7,5,2,7,139,>24 hours,"google meet,asana",1,3,5,3,1,1,5,3,2,9,3,No,Don't Know,1,,,,,,,,,,,2.8,2.0,3.0,,"AI Ethics Specialist google meet,asana",1,5,2,1,0
Taem Narasimhan,27,Male,System Administrator,Operations,01-Oct,Fully Remote,159,5,Shared Accommodation,Dedicated Room,50,2,3,7,2,3,6,86,<15 minutes,"jira,MS teams,asana,notion,email",3,2,4,5,3,1,2,4,4,7,1,Yes,Yes,1,,,,,,,,,,,3.6,2.5,2.3333333333333335,,"System Administrator jira,MS teams,asana,notion,email",1,2,0,1,1
Gaeth Ahirwar,32,Male,Cybersecurity Analyst,Software Development,1001-5000,Hybrid,140,4,With Children,Dedicated Room,33,3,3,10,1,3,10,114,4-24 hours,"zoom,slack,jira,MS teams",2,5,2,2,5,5,1,1,3,6,4,No,Don't Know,5,,,,,,,,,,,2.8,3.0,2.3333333333333335,,"Cybersecurity Analyst zoom,slack,jira,MS teams",1,5,1,2,2
Masik Nambiar,48,Male,IoT Engineer,Software Development,5001+,Office- First,34,5,With Partner,Co-Working Space,38,1,2,5,4,5,8,63,1-4 hours,"google meet,MS teams,slack",1,3,2,5,5,3,1,1,3,6,1,Not Sure,Yes,4,,,,,,,,,,,2.8,1.5,1.6666666666666667,,"IoT Engineer google meet,MS teams,slack",1,5,3,3,3
Devik Saboo,45,Male,Site Reliability Engineer (SRE),Operations,5001+,Office- First,61,4,With Children,Desk In Shared Room,28,3,6,4,3,1,3,125,4-24 hours,"email,zoom,notion,google meet",5,4,5,2,3,4,4,2,5,8,2,No,Don't Know,2,,,,,,,,,,,4.2,4.5,3.3333333333333335,,"Site Reliability Engineer (SRE) email,zoom,notion,google meet",1,2,3,3,2
Rekha Jha,35,Female,Platform Engineer,Operations,201-1000,Fully Remote,134,1,Live Alone,Desk In Shared Room,22,1,1,7,5,3,3,130,1-4 hours,"google meet,asana,jira",4,4,5,1,1,4,1,3,4,8,3,Not Sure,Yes,3,,,,,,,,,,,3.6,1.0,2.6666666666666665,,"Platform Engineer google meet,asana,jira",0,2,2,1,0
Sasith Subramanian,46,Male,Network Administrator,Operations,01-Oct,Hybrid,37,5,With Partner,Co-Working Space,26,5,4,8,5,1,5,125,<15 minutes,"slack,email,notion,zoom,asana",5,3,3,5,3,4,1,5,1,7,1,Yes,Don't Know,4,,,,,,,,,,,3.4,4.5,3.3333333333333335,,"Network Administrator slack,email,notion,zoom,asana",1,2,0,2,3
Taen Gondal,28,Female,Talent Acquisition Specialist,HR,01-Oct,Fully Remote,102,4,Live Alone,Co-Working Space,35,3,7,8,4,2,12,106,<15 minutes,"google meet,zoom",4,4,1,5,1,3,4,1,2,6,5,Not Sure,Don't Know,4,,,,,,,,,,,3.2,5.0,2.6666666666666665,,"Talent Acquisition Specialist google meet,zoom",0,1,0,1,0
Haruaj Grewal,32,Male,Automation Engineer,Software Development,5001+,Flexible/ Variable,70,1,Live Alone,Desk In Shared Room,19,1,1,7,2,5,4,141,4-24 hours,"zoom,email,jira,asana,MS teams",4,3,2,1,3,5,4,1,1,8,1,Not Sure,Don't Know,4,,,,,,,,,,,2.2,1.0,3.3333333333333335,,"Automation Engineer zoom,email,jira,asana,MS teams",1,5,3,0,0
Arnish Sheikh,27,Male,Technical Account Manager,Sales,201-1000,Hybrid,158,3,Shared Accommodation,Desk In Shared Room,28,4,4,7,2,3,7,96,>24 hours,"slack,zoom,google meet",3,1,5,2,2,5,2,4,4,8,5,Yes,No,1,,,,,,,,,,,3.0,4.0,3.6666666666666665,,"Technical Account Manager slack,zoom,google meet",1,4,2,2,1
Aaan Bagchi,47,Male,Release Engineer,Software Development,5001+,Fully Remote,94,1,With Children,Co-Working Space,27,1,3,9,4,4,8,94,1-4 hours,"asana,google meet,notion,MS teams,jira",4,1,4,1,5,5,1,3,2,7,5,Not Sure,Don't Know,4,,,,,,,,,,,2.4,2.0,3.0,,"Release Engineer asana,google meet,notion,MS teams,jira",1,5,3,1,2
Shiaj Shukla,29,Male,Data Governance Specialist,Software Development,51-200,Office- First,66,4,With Children,Dedicated Room,46,4,4,7,5,2,12,64,>24 hours,"zoom,email,slack",2,4,3,4,5,5,3,5,2,8,1,No,Yes,3,,,,,,,,,,,3.0,4.0,4.333333333333333,,"Data Governance Specialist zoom,email,slack",1,5,4,3,2
Sunay Suryavanshi,49,Male,NLP Engineer,Software Development,201-1000,Flexible/ Variable,159,1,Shared Accommodation,Co-Working Space,40,4,4,9,3,4,3,114,15-60 minutes,"MS teams,zoom",2,4,4,2,5,1,3,5,3,7,4,Not Sure,Don't Know,1,,,,,,,,,,,3.0,4.0,3.0,,"NLP Engineer MS teams,zoom",1,5,2,0,1
Deuaj Menon,48,Male,CIO (Chief Information Officer),Software Development,201-1000,Hybrid,20,2,Shared Accommodation,Co-Working Space,48,2,3,4,4,3,5,81,15-60 minutes,"zoom,jira,asana",5,2,5,3,5,1,5,3,1,7,3,No,Don't Know,2,,,,,,,,,,,3.2,2.5,3.0,,"CIO (Chief Information Officer) zoom,jira,asana",1,5,2,2,1
Prur Mehta,47,Female,Mobile App Developer (iOS/Android),Software Development,Nov-50,Hybrid,90,5,With Partner,Desk In Shared Room,43,1,4,10,3,2,7,76,4-24 hours,"notion,google meet,jira,zoom",4,3,5,2,5,2,1,4,3,7,4,No,Yes,3,,,,,,,,,,,3.4,2.5,2.3333333333333335,,"Mobile App Developer (iOS/Android) notion,google meet,jira,zoom",0,5,5,2,3
Krruh Bajaj,23,Male,Talent Acquisition Specialist,HR,201-1000,Hybrid,76,5,Live Alone,Co-Working Space,27,3,2,7,2,4,11,112,15-60 minutes,"google meet,notion,zoom",5,1,3,2,5,4,1,4,2,9,1,Not Sure,Don't Know,3,,,,,,,,,,,2.6,2.5,3.0,,"Talent Acquisition Specialist google meet,notion,zoom",1,1,2,2,0
Mahika Bhardwaj,26,Female,Site Reliability Engineer (SRE),Operations,1001-5000,Hybrid,94,1,Shared Accommodation,Shared Space(Kitchen/Living Room),40,4,6,5,2,5,9,65,1-4 hours,"asana,zoom,google meet,MS teams,notion",2,3,2,5,4,5,4,3,1,8,2,Yes,No,5,,,,,,,,,,,2.6,5.0,4.0,,"Site Reliability Engineer (SRE) asana,zoom,google meet,MS teams,notion",0,2,1,2,1
Rarash Chattopadhyay,38,Male,Application Security Engineer,Software Development,01-Oct,Office- First,81,3,With Partner,Dedicated Room,25,3,7,7,4,5,8,135,1-4 hours,"asana,email,google meet,jira,zoom",1,4,5,2,3,4,1,3,1,8,1,Yes,No,5,,,,,,,,,,,2.6,5.0,2.6666666666666665,,"Application Security Engineer asana,email,google meet,jira,zoom",1,5,0,3,3
Joravarsinh Rana,37,Male,Solutions Architect,Software Development,Nov-50,Fully Remote,168,5,Shared Accommodation,Shared Space(Kitchen/Living Room),37,3,6,9,3,3,7,146,>24 hours,"notion,zoom,google meet,jira",4,2,2,5,4,5,3,5,2,6,1,No,No,5,,,,,,,,,,,3.0,4.5,4.333333333333333,,"Solutions Architect notion,zoom,google meet,jira",1,5,5,1,1
Dhnar Garg,43,Male,Technical Account Manager,Sales,Nov-50,Hybrid,51,5,Live Alone,Shared Space(Kitchen/Living Room),23,3,1,9,2,4,4,116,>24 hours,"google meet,email,asana",4,1,3,3,1,5,4,2,2,7,3,Not Sure,Don't Know,5,,,,,,,,,,,2.6,2.0,3.6666666666666665,,"Technical Account Manager google meet,email,asana",1,4,5,2,0
Garuaj Tiwari,47,Male,IT Technician,Software Development,Nov-50,Flexible/ Variable,25,1,With Partner,Desk In Shared Room,40,3,6,7,1,2,2,108,>24 hours,"slack,email,MS teams,zoom,jira",4,5,2,2,1,4,4,4,4,7,4,Yes,Yes,5,,,,,,,,,,,3.4,4.5,4.0,,"IT Technician slack,email,MS teams,zoom,jira",1,5,5,0,3
Laim Gharami,44,Male,Agile Coach,Software Development,01-Oct,Hybrid,52,5,Shared Accommodation,Desk In Shared Room,44,4,7,7,3,4,9,125,<15 minutes,"jira,email,asana",3,2,5,4,5,2,5,5,3,9,4,Not Sure,Yes,5,,,,,,,,,,,3.4,5.5,4.0,,"Agile Coach jira,email,asana",1,5,0,2,1
Madhuri Hatkar,45,Female,CIO (Chief Information Officer),Software Development,1001-5000,Flexible/ Variable,168,4,Shared Accommodation,Desk In Shared Room,51,2,3,6,2,5,7,108,15-60 minutes,"email,jira,notion,zoom,asana",2,4,5,1,1,2,5,5,2,7,5,Yes,Yes,4,,,,,,,,,,,2.8,2.5,4.0,,"CIO (Chief Information Officer) email,jira,notion,zoom,asana",0,5,1,0,1
Mataaj Panda / Pandi,25,Female,NLP Engineer,Software Development,01-Oct,Fully Remote,54,2,With Children,Desk In Shared Room,19,2,2,7,1,4,7,66,<15 minutes,"google meet,email",1,4,4,4,3,3,5,5,2,8,2,No,Yes,2,,,,,,,,,,,3.0,2.0,4.333333333333333,,"NLP Engineer google meet,email",0,5,0,1,2
Main Kashyap,45,Male,Machine Learning Engineer,Software Development,01-Oct,Fully Remote,67,5,With Children,Shared Space(Kitchen/Living Room),41,5,3,10,2,4,12,147,4-24 hours,"email,asana",4,5,4,3,4,4,4,5,1,8,5,Yes,Yes,1,,,,,,,,,,,3.4,4.0,4.333333333333333,,"Machine Learning Engineer email,asana",1,5,0,1,2
Krnish Motwani,41,Female,Technical Architect,Software Development,Nov-50,Hybrid,94,1,With Partner,Desk In Shared Room,39,2,1,6,2,3,7,95,15-60 minutes,"asana,google meet",5,4,1,5,1,4,2,2,1,8,5,Not Sure,Don't Know,3,,,,,,,,,,,3.2,1.5,2.6666666666666665,,"Technical Architect asana,google meet",0,5,5,2,3
Prkath Tibrewal,43,Male,Machine Learning Engineer,Software Development,51-200,Office- First,34,3,Live Alone,Dedicated Room,47,1,4,6,3,2,3,103,1-4 hours,"google meet,email,jira,notion,slack",5,3,1,2,3,3,3,1,1,6,2,Not Sure,Don't Know,3,,,,,,,,,,,2.4,2.5,2.3333333333333335,,"Machine Learning Engineer google meet,email,jira,notion,slack",1,5,4,3,0
Deyah Gill,40,Male,Product Manager,Product,51-200,Hybrid,139,4,With Partner,Dedicated Room,32,4,3,5,4,1,3,63,<15 minutes,"asana,jira,MS teams,slack",1,3,1,5,1,2,4,4,3,6,4,No,No,2,,,,,,,,,,,2.6,3.5,3.3333333333333335,,"Product Manager asana,jira,MS teams,slack",1,3,4,2,3
Kaor Namboodiri,48,Male,Customer Success Manager,Sales,5001+,Hybrid,5,5,Shared Accommodation,Shared Space(Kitchen/Living Room),41,4,4,10,3,3,7,105,15-60 minutes,"zoom,notion",3,4,3,3,2,5,1,2,2,6,4,Yes,Yes,4,,,,,,,,,,,3.0,4.0,2.6666666666666665,,"Customer Success Manager zoom,notion",1,4,3,2,1
Aryaya Subramanian,37,Female,CIO (Chief Information Officer),Software Development,Nov-50,Fully Remote,35,1,Live Alone,Co-Working Space,26,4,2,10,2,4,6,65,15-60 minutes,"slack,email",2,3,4,2,4,4,2,5,2,9,2,Not Sure,No,2,,,,,,,,,,,2.6,3.0,3.6666666666666665,,"CIO (Chief Information Officer) slack,email",0,5,5,1,0
Hamil Dabhi,38,Male,Technical Architect,Software Development,1001-5000,Hybrid,97,1,Live Alone,Dedicated Room,49,1,2,4,3,5,5,61,<15 minutes,"zoom,asana,MS teams,email,slack",2,3,4,1,1,1,3,5,3,6,3,Not Sure,No,4,,,,,,,,,,,2.6,1.5,3.0,,"Technical Architect zoom,asana,MS teams,email,slack",1,5,1,2,0
Riah Rungta,26,Male,Platform Engineer,Operations,01-Oct,Fully Remote,54,2,Shared Accommodation,Shared Space(Kitchen/Living Room),19,2,3,7,1,5,6,99,15-60 minutes,"MS teams,notion,email,google meet",1,2,1,1,1,1,1,5,4,9,1,No,No,4,,,,,,,,,,,1.8,2.5,2.3333333333333335,,"Platform Engineer MS teams,notion,email,google meet",1,2,0,1,1
Asit Srivastava,25,Male,Game Developer,Software Development,1001-5000,Fully Remote,135,2,Live Alone,Shared Space(Kitchen/Living Room),27,5,4,9,2,4,5,136,4-24 hours,"google meet,notion,asana",1,1,2,2,2,2,4,1,2,9,3,Yes,Yes,4,,,,,,,,,,,1.6,4.5,2.3333333333333335,,"Game Developer google meet,notion,asana",1,5,1,1,0
Akash Ram,49,Male,Executive Recruiter / Headhunter,HR,01-Oct,Fully Remote,68,1,Live Alone,Shared Space(Kitchen/Living Room),40,3,5,10,5,5,10,91,4-24 hours,"email,asana,slack",5,4,2,3,4,4,3,5,5,8,1,Yes,Don't Know,4,,,,,,,,,,,3.8,4.0,4.0,,"Executive Recruiter / Headhunter email,asana,slack",1,1,0,1,0
Rauv Kabra,43,Female,Deep Learning Engineer,Software Development,1001-5000,Office- First,49,4,With Children,Desk In Shared Room,20,3,5,6,4,5,4,75,>24 hours,"google meet,MS teams,jira",1,5,5,2,4,1,2,3,3,8,2,Yes,Yes,2,,,,,,,,,,,3.2,4.0,2.0,,"Deep Learning Engineer google meet,MS teams,jira",0,5,1,3,2
Atal Chouhan,41,Female,Embedded Systems Engineer,Operations,1001-5000,Flexible/ Variable,103,2,With Children,Dedicated Room,50,2,4,4,3,4,2,107,4-24 hours,"zoom,jira,google meet,notion",1,2,2,2,2,3,4,3,5,7,4,No,No,4,,,,,,,,,,,2.4,3.0,3.3333333333333335,,"Embedded Systems Engineer zoom,jira,google meet,notion",0,2,1,0,2
Viath Bagri,40,Female,Recruiter / Technical Recruiter,HR,Nov-50,Flexible/ Variable,141,4,With Children,Dedicated Room,26,5,7,8,1,3,12,106,15-60 minutes,"slack,zoom",1,4,3,4,2,2,3,1,5,6,5,Not Sure,Don't Know,3,,,,,,,,,,,3.4,6.0,2.0,,"Recruiter / Technical Recruiter slack,zoom",0,1,5,0,2
Deviv Deshmukh,27,Female,Robotics Engineer,Software Development,01-Oct,Flexible/ Variable,146,4,With Partner,Shared Space(Kitchen/Living Room),25,5,6,4,5,2,9,125,<15 minutes,"zoom,MS teams,asana",1,2,1,2,4,4,2,4,4,8,3,No,Yes,1,,,,,,,,,,,2.0,5.5,3.3333333333333335,,"Robotics Engineer zoom,MS teams,asana",0,5,0,0,3
Lanah Pandey,42,Male,Cloud Architect,Operations,51-200,Office- First,133,5,Shared Accommodation,Shared Space(Kitchen/Living Room),37,2,7,5,5,3,5,132,15-60 minutes,"jira,notion,slack,zoom",2,1,5,4,2,4,2,2,4,6,3,Not Sure,No,3,,,,,,,,,,,3.2,4.5,2.6666666666666665,,"Cloud Architect jira,notion,slack,zoom",1,2,4,3,1
Aparna Bhattacharjee,42,Female,Business Analyst,Software Development,51-200,Fully Remote,65,3,Shared Accommodation,Co-Working Space,50,1,5,6,5,3,9,114,4-24 hours,"notion,MS teams,asana,google meet,email",4,4,1,1,1,2,5,2,5,8,3,Yes,Yes,4,,,,,,,,,,,3.0,3.0,3.0,,"Business Analyst notion,MS teams,asana,google meet,email",0,5,4,1,1
Harun Deshmukh,31,Male,Program Manager,Software Development,51-200,Fully Remote,138,1,With Partner,Co-Working Space,23,1,3,10,2,1,9,137,15-60 minutes,"asana,MS teams,slack",3,4,4,2,2,3,3,4,2,7,2,Yes,Don't Know,4,,,,,,,,,,,3.0,2.0,3.3333333333333335,,"Program Manager asana,MS teams,slack",1,5,4,1,3
Tavin Sengar,28,Male,Prompt Engineer,Software Development,1001-5000,Fully Remote,94,5,Shared Accommodation,Shared Space(Kitchen/Living Room),37,3,3,10,3,3,4,109,4-24 hours,"jira,slack,notion",4,1,2,5,3,5,1,5,2,9,5,No,Don't Know,3,,,,,,,,,,,2.8,3.0,3.6666666666666665,,"Prompt Engineer jira,slack,notion",1,5,1,1,1
Rinan Godbole,46,Male,IoT Engineer,Software Development,Nov-50,Hybrid,109,4,Shared Accommodation,Shared Space(Kitchen/Living Room),44,3,6,9,5,3,6,121,<15 minutes,"google meet,asana,MS teams,slack",4,3,4,2,1,3,3,4,1,7,3,Not Sure,Don't Know,3,,,,,,,,,,,2.8,4.5,3.3333333333333335,,"IoT Engineer google meet,asana,MS teams,slack",1,5,5,2,1
Dhiv Vaze,26,Female,Employer Branding Specialist,HR,Nov-50,Flexible/ Variable,81,4,With Partner,Desk In Shared Room,38,1,2,8,1,1,2,102,1-4 hours,"notion,zoom,asana,MS teams,slack",2,1,3,2,4,3,2,3,4,6,2,Not Sure,Yes,1,,,,,,,,,,,2.4,1.5,2.6666666666666665,,"Employer Branding Specialist notion,zoom,asana,MS teams,slack",0,1,5,0,3
Rajshree Deshmukh,38,Female,IT Support Specialist / Helpdesk,Software Development,201-1000,Office- First,63,4,With Children,Shared Space(Kitchen/Living Room),25,1,1,4,3,3,7,62,1-4 hours,"asana,MS teams,zoom",1,4,2,4,5,4,1,3,2,7,5,Yes,No,4,,,,,,,,,,,2.6,1.0,2.6666666666666665,,"IT Support Specialist / Helpdesk asana,MS teams,zoom",0,5,2,3,2
